Code  ┃Name                 ┃City       ┃University ┃Branches   ┃Capacity   ┃Price      ┃Threshold  ┃Observations ┃Coefficients
61054 ┃Estudis_Anglesos     ┃Lleida     ┃UdL        ┃AH         ┃40         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

61051 ┃Estudis_Anglesos/... ┃Lleida     ┃UdL        ┃AH         ┃10         ┃0          ┃5.000000   ┃04,04-16 ┃0,0,0,0,0,0,0,0,0...

11094 ┃Estudis_Arabs_i_H... ┃Barcelona  ┃UB         ┃AH         ┃40         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

21140 ┃Estudis_d'Angles_... ┃Cerdany... ┃UAB        ┃AH         ┃30         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

21141 ┃Estudis_d'Angles_... ┃Cerdany... ┃UAB        ┃AH         ┃30         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

21142 ┃Estudis_d'Angles_... ┃Cerdany... ┃UAB        ┃AH         ┃30         ┃0          ┃5.882000   ┃16 ┃0,0,0,0,0,0,0,0,0...

21143 ┃Estudis_d'Angles_... ┃Cerdany... ┃UAB        ┃AH         ┃30         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

21030 ┃Estudis_d'Asia_Or... ┃Cerdany... ┃UAB        ┃AH         ┃40         ┃0          ┃7.170000   ┃16 ┃0,0,0,0,0,0,0,0,0...

21067 ┃Estudis_d'Asia_Or... ┃Cerdany... ┃UAB        ┃AH         ┃40         ┃0          ┃6.682000   ┃16 ┃0,0,0,0,0,0,0,0,0...

21144 ┃Estudis_de_Catala... ┃Cerdany... ┃UAB        ┃AH         ┃30         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

21133 ┃Estudis_d'Espanyo... ┃Cerdany... ┃UAB        ┃AH         ┃40         ┃0          ┃5.000000   ┃01,01-16 ┃0,0,0,0,0,0,0,0,0...

41065 ┃Estudis_Globals      ┃Barcelona  ┃UPF        ┃CSJ        ┃40         ┃0          ┃11.358000  ┃21 ┃0,0,1,0,1,0,1,1,1...

41066 ┃equivalent_que_NO... ┃Barcelona) ┃NO/UPF     ┃           ┃30         ┃0          ┃5.000000   ┃21,21-24 ┃

81084 ┃Estudis_Globals/G... ┃Girona     ┃UdG        ┃CSJ        ┃40         ┃0          ┃7.154000   ┃16 ┃0,0,1,0,1,0,1,1,1...

91062 ┃Estudis_Globals/G... ┃Vic        ┃UVic-UCC   ┃CSJ        ┃40         ┃6058       ┃5.000000   ┃01 ┃0,0,1,0,1,0,1,1,1...

81085 ┃Estudis_Globals/G... ┃Girona     ┃UdG        ┃CSJ        ┃20         ┃0          ┃5.000000   ┃16 ┃1,1,1,0,1,0,1,1,2...

41022 ┃Estudis_Internaci... ┃Barcelona  ┃UPF        ┃CSJ        ┃90         ┃0          ┃12.544000  ┃21 ┃0,0,2,0,0,0,0,2,0...

21148 ┃Estudis_Sociocult... ┃Cerdany... ┃UAB        ┃CSJ        ┃60         ┃0          ┃5.000000   ┃16 ┃2,2,2,0,0,0,1,0,2...

11023 ┃Estudis_Literaris    ┃Barcelona  ┃UB         ┃AH         ┃100        ┃0          ┃7.300000   ┃16 ┃0,0,0,0,0,0,0,0,0...

11024 ┃Farmacia             ┃Barcelona  ┃UB         ┃CS         ┃340        ┃0          ┃11.216000  ┃16 ┃0,0,2,0,0,0,0,2,0...

11075 ┃Farmacia/Nutricio... ┃Barcelo... ┃UB         ┃CS         ┃20         ┃0          ┃11.780000  ┃04,04-16 ┃0,0,2,0,0,0,0,2,0...

11025 ┃Filologia_Catalana   ┃Barcelona  ┃UB         ┃AH         ┃70         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

81070 ┃Filologia_Catalana   ┃Girona     ┃UdG        ┃AH         ┃40         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

21134 ┃Filologia_Catalan... ┃Cerdany... ┃UAB        ┃AH         ┃40         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

61055 ┃Filologia_Catalan... ┃Lleida     ┃UdL        ┃AH         ┃20         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

81080 ┃Filologia_Catalan... ┃Girona     ┃UdG        ┃AH         ┃10         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

61058 ┃Filologia_Catalan... ┃Lleida     ┃UdL        ┃AH         ┃10         ┃0          ┃5.000000   ┃04,04-16 ┃0,0,0,0,0,0,0,0,0...

11026 ┃Filologia_Classica   ┃Barcelona  ┃UB         ┃AH         ┃60         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

11027 ┃Filologia_Hispanica  ┃Barcelona  ┃UB         ┃AH         ┃120        ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

81071 ┃Filologia_Hispanica  ┃Girona     ┃UdG        ┃AH         ┃40         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

61079 ┃Filologia_Hispanica  ┃Lleida     ┃UdL        ┃AH         ┃25         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

61080 ┃Filologia_Hispani... ┃Lleida     ┃UdL        ┃AH         ┃10         ┃0          ┃5.000000   ┃04,04-16 ┃0,0,0,0,0,0,0,0,0...

11061 ┃Filosofia            ┃Barcelona  ┃UB         ┃AH         ┃200        ┃0          ┃5.000000   ┃16 ┃1,1,0,1,0,0,0,0,2...

21032 ┃Filosofia            ┃Cerdany... ┃UAB        ┃AH         ┃70         ┃0          ┃5.000000   ┃16 ┃1,1,0,1,0,0,0,0,2...

81072 ┃Filosofia            ┃Girona     ┃UdG        ┃AH         ┃35         ┃0          ┃5.000000   ┃16 ┃1,1,0,1,0,0,0,0,2...

41042 ┃Filosofia,_Politi... ┃Cerdany... ┃UPF/UAB    ┃CSJ        ┃30         ┃0          ┃12.260000  ┃10,10-21 ┃0,0,0,0,0,0,0,2,0...

71014 ┃Finances_i_Compta... ┃Reus       ┃URV        ┃CSJ        ┃115        ┃0          ┃6.196000   ┃16 ┃0,0,2,0,0,0,0,2,0...

11030 ┃Fisica               ┃Barcelona  ┃UB         ┃C          ┃162        ┃0          ┃11.716000  ┃16 ┃0,0,1,0,0,1,0,2,0...

21001 ┃Fisica               ┃Cerdany... ┃UAB        ┃C          ┃70         ┃0          ┃11.770000  ┃16 ┃0,0,1,0,0,1,0,2,0...

11020 ┃Fisica/Matematiqu... ┃Barcelona  ┃UB         ┃C          ┃20         ┃0          ┃13.192000  ┃04,04-16 ┃0,0,1,1,0,1,0,2,0...

21005 ┃Fisica/Matematiqu... ┃Cerdany... ┃UAB        ┃C          ┃20         ┃0          ┃13.438000  ┃04,04-16 ┃0,0,1,1,0,1,0,2,0...

21100 ┃Fisica/Quimica_(s... ┃Cerdany... ┃UAB        ┃C          ┃20         ┃0          ┃11.620000  ┃04,04-16 ┃0,0,1,0,0,1,0,2,0...

21095 ┃Fisioterapia         ┃Cerdany... ┃UAB        ┃CS         ┃80         ┃0          ┃10.620000  ┃16 ┃0,0,2,0,0,0,0,2,0...

61019 ┃Fisioterapia         ┃Lleida     ┃UdL        ┃CS         ┃25         ┃0          ┃10.117000  ┃16 ┃0,0,2,0,0,0,0,2,0...

41055 ┃Fisioterapia_"Tec... ┃Mataro     ┃UPF        ┃CS         ┃40         ┃6640       ┃8.240000   ┃17 ┃0,0,2,0,0,0,0,2,0...

91041 ┃Fisioterapia         ┃Manresa    ┃UVic-UCC   ┃CS         ┃160        ┃6177       ┃7.631000   ┃None ┃0,0,2,0,0,0,0,2,0...

71043 ┃Fisioterapia         ┃Reus       ┃URV        ┃CS         ┃80         ┃0          ┃9.425000   ┃16 ┃0,0,2,0,0,0,0,2,0...

91918 ┃Fisioterapia_(doc... ┃L'Hospi... ┃UdG/UB     ┃CS         ┃18         ┃7815       ┃6.516000   ┃17 ┃0,0,2,0,0,0,0,2,0...

91919 ┃Fisioterapia_(doc... ┃L'Hospi... ┃UdG/UB     ┃CS         ┃42         ┃7815       ┃7.445000   ┃17 ┃0,0,2,0,0,0,0,2,0...

81087 ┃Fisioterapia_"EUSES" ┃Salt       ┃UdG        ┃CS         ┃165        ┃7335       ┃7.787000   ┃17 ┃0,0,2,0,0,0,0,2,0...

21033 ┃Fisioterapia_"Gim... ┃Sant_Cu... ┃UAB        ┃CS         ┃240        ┃7430       ┃6.750000   ┃17 ┃0,0,2,0,0,0,0,2,0...

71048 ┃Fisioterapia         ┃Tortosa    ┃URV        ┃CS         ┃60         ┃7485       ┃7.089000   ┃17 ┃0,0,2,0,0,0,0,2,0...

91012 ┃Fisioterapia         ┃Vic        ┃UVic-UCC   ┃CS         ┃160        ┃6380       ┃7.689000   ┃None ┃0,0,2,0,0,0,0,2,0...

61044 ┃Fisioterapia/Infe... ┃Lleida     ┃UdL        ┃CS         ┃25         ┃0          ┃11.797000  ┃04,04-16 ┃0,0,2,0,0,0,0,2,0...

61057 ┃Fisioterapia/Nutr... ┃Igualada   ┃UdL        ┃CS         ┃20         ┃0          ┃10.480000  ┃04,04-16 ┃0,0,2,0,0,0,0,2,0...

21035 ┃Genetica             ┃Cerdany... ┃UAB        ┃C          ┃60         ┃0          ┃11.740000  ┃16 ┃0,0,2,0,0,0,0,2,0...

61026 ┃Geografia            ┃Lleida     ┃UdL        ┃AH         ┃20         ┃0          ┃5.000000   ┃16 ┃0,0,1,0,1,0,0,0,1...

11108 ┃Geografia_i_Canvi... ┃Barcelona  ┃UB         ┃CSJ        ┃50         ┃0          ┃5.146000   ┃16 ┃0,0,1,0,1,0,0,0,1...

71015 ┃Geografia,_Analis... ┃Vila-Seca  ┃URV        ┃CSJ        ┃35         ┃0          ┃5.000000   ┃16 ┃0,0,1,0,1,0,0,0,1...

21124 ┃Geografia,_Medi_A... ┃Cerdany... ┃UAB        ┃CSJ        ┃60         ┃0          ┃5.480000   ┃16 ┃0,0,1,0,1,0,0,0,1...

81073 ┃Geografia,_Territ... ┃Girona     ┃UdG        ┃AH         ┃35         ┃0          ┃5.000000   ┃16 ┃0,0,1,0,1,0,0,0,1...

11032 ┃Geologia             ┃Barcelona  ┃UB         ┃C          ┃60         ┃0          ┃5.000000   ┃16 ┃0,0,1,1,0,0,0,2,0...

21037 ┃Geologia             ┃Cerdany... ┃UAB        ┃C          ┃40         ┃0          ┃6.553000   ┃16 ┃0,0,1,1,0,0,0,2,0...

21038 ┃Gestio_Aeronautica   ┃Sabadell   ┃UAB        ┃CSJ        ┃65         ┃0          ┃8.124000   ┃16 ┃0,0,1,1,1,1,1,1,1...

21149 ┃Gestio_de_Ciutats... ┃Cerdany... ┃UAB        ┃EA         ┃60         ┃0          ┃6.798000   ┃16 ┃0,0,1,0,0,1,1,2,0...

11091 ┃Gestio_d'Informac... ┃Barcelona  ┃UB         ┃CSJ        ┃60         ┃0          ┃6.760000   ┃16 ┃0,0,1,0,1,1,1,1,1...

91060 ┃Gestio_de_la_Soci... ┃Manresa    ┃UVic-UCC   ┃CSJ        ┃40         ┃5500       ┃5.000000   ┃None ┃0,0,2,0,0,0,1,2,0...

71068 ┃Gestio_en_Turisme... ┃Vila-Seca  ┃URV        ┃CSJ        ┃75         ┃0          ┃5.000000   ┃16 ┃1,1,1,0,1,1,1,1,2...

11052 ┃Gestio_i_Administ... ┃Barcelona  ┃UB         ┃CSJ        ┃80         ┃0          ┃7.600000   ┃16 ┃0,0,1,0,0,0,0,1,0...

41064 ┃Grau_Obert,_Progr... ┃Barcelona  ┃UPF        ┃           ┃30         ┃0          ┃10.686000  ┃07,07-21 ┃

11035 ┃Historia             ┃Barcelona  ┃UB         ┃AH         ┃255        ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,2...

21040 ┃Historia             ┃Cerdany... ┃UAB        ┃AH         ┃140        ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,2...

81074 ┃Historia             ┃Girona     ┃UdG        ┃AH         ┃55         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,2...

61028 ┃Historia             ┃Lleida     ┃UdL        ┃AH         ┃40         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,2...

71077 ┃Historia             ┃Tarragona  ┃URV        ┃AH         ┃45         ┃0          ┃5.178000   ┃16 ┃0,0,0,0,0,0,0,0,2...

11104 ┃Historia/Historia... ┃Barcelona  ┃UB         ┃AH         ┃20         ┃0          ┃8.812000   ┃16 ┃2,2,0,0,0,0,0,0,2...

81078 ┃Historia/Historia... ┃Girona     ┃UdG        ┃AH         ┃10         ┃0          ┃7.952000   ┃04,04-16 ┃2,2,0,0,0,0,0,0,2...

11034 ┃Historia_de_l'Art    ┃Barcelona  ┃UB         ┃AH         ┃170        ┃0          ┃5.000000   ┃16 ┃2,2,0,0,0,0,0,0,2...

21039 ┃Historia_de_l'Art    ┃Cerdany... ┃UAB        ┃AH         ┃80         ┃0          ┃5.000000   ┃16 ┃2,2,0,0,0,0,0,0,2...

81075 ┃Historia_de_l'Art    ┃Girona     ┃UdG        ┃AH         ┃45         ┃0          ┃5.000000   ┃16 ┃2,2,0,0,0,0,0,0,2...

71078 ┃Historia_de_l'Art... ┃Tarragona  ┃URV        ┃AH         ┃30         ┃0          ┃5.000000   ┃16 ┃2,2,0,0,0,0,0,0,2...

61081 ┃Historia_de_l'Art... ┃Lleida     ┃UdL        ┃AH         ┃40         ┃0          ┃5.000000   ┃16 ┃2,2,0,0,0,0,0,0,2...

21138 ┃Historia,_Politic... ┃Cerdany... ┃UAB        ┃CSJ        ┃60         ┃0          ┃8.873000   ┃16 ┃0,0,0,0,0,0,0,0,0...

41003 ┃Humanitats           ┃Barcelona  ┃UPF        ┃AH         ┃170        ┃0          ┃5.000000   ┃21 ┃2,2,0,0,2,0,1,0,2...

21101 ┃Humanitats           ┃Cerdany... ┃UAB        ┃AH         ┃70         ┃0          ┃5.000000   ┃16 ┃2,2,0,0,2,0,1,0,2...

11081 ┃Infermeria           ┃Barcelona  ┃UB         ┃CS         ┃135        ┃0          ┃11.976000  ┃16 ┃0,0,2,0,0,0,0,0,0...

21043 ┃Infermeria_"Sant_... ┃Barcelona  ┃UAB        ┃CS         ┃93         ┃5860       ┃10.248000  ┃17 ┃0,0,2,0,0,0,0,0,0...

41021 ┃Infermeria_"Escol... ┃Barcelona  ┃UPF        ┃CS         ┃85         ┃6490       ┃9.580000   ┃17 ┃0,0,2,0,0,0,0,0,0...

21044 ┃Infermeria           ┃Cerdany... ┃UAB        ┃CS         ┃240        ┃0          ┃10.982000  ┃16 ┃0,0,2,0,0,0,0,0,0...

71032 ┃Infermeria           ┃el_Vend... ┃URV        ┃CS         ┃40         ┃0          ┃10.754000  ┃16 ┃0,0,2,0,0,0,0,0,0...

81066 ┃Infermeria           ┃Girona     ┃UdG        ┃CS         ┃190        ┃0          ┃10.550000  ┃16 ┃0,0,2,0,0,0,0,0,0...

61046 ┃Infermeria           ┃Igualada   ┃UdL        ┃CS         ┃85         ┃0          ┃10.426000  ┃16 ┃0,0,2,0,0,0,0,0,0...

11037 ┃Infermeria           ┃L'Hospi... ┃UB         ┃CS         ┃395        ┃0          ┃11.068000  ┃16 ┃0,0,2,0,0,0,0,0,0...

61029 ┃Infermeria           ┃Lleida     ┃UdL        ┃CS         ┃105        ┃0          ┃11.146000  ┃16 ┃0,0,2,0,0,0,0,0,0...

91043 ┃Infermeria           ┃Manresa    ┃UVic-UCC   ┃CS         ┃150        ┃6177       ┃8.028000   ┃None ┃0,0,2,0,0,0,0,0,0...

41031 ┃Infermeria_"Tecno... ┃Mataro     ┃UPF        ┃CS         ┃90         ┃6470       ┃8.680000   ┃17 ┃0,0,2,0,0,0,0,0,0...

11036 ┃Infermeria_"Sant_... ┃Esplugu... ┃UB         ┃CS         ┃220        ┃0          ┃9.150000   ┃6322€... ┃0,0,2,0,0,0,0,0,0...

21042 ┃Infermeria_"Gimbe... ┃Sant_Cu... ┃UAB        ┃CS         ┃200        ┃7430       ┃7.847000   ┃17 ┃0,0,2,0,0,0,0,0,0...

71016 ┃Infermeria           ┃Tarragona  ┃URV        ┃CS         ┃93         ┃0          ┃11.278000  ┃16 ┃0,0,2,0,0,0,0,0,0...

21041 ┃Infermeria_EUIT_d... ┃Terrassa   ┃EUIT/UAB   ┃CS         ┃165        ┃6945       ┃8.232000   ┃17 ┃0,0,2,0,0,0,0,0,0...

71028 ┃Infermeria           ┃Tortosa    ┃URV        ┃CS         ┃82         ┃0          ┃10.957000  ┃16 ┃0,0,2,0,0,0,0,0,0...

91013 ┃Infermeria           ┃Vic        ┃UVic-UCC   ┃CS         ┃150        ┃6380       ┃7.930000   ┃None ┃0,0,2,0,0,0,0,0,0...

71084 ┃Infermeria           ┃Vilafra... ┃URV        ┃CS         ┃40         ┃0          ┃10.481000  ┃16,16-27 ┃0,0,2,0,0,0,0,0,0...

21046 ┃Informatica_i_Ser... ┃Sant_Cu... ┃UAB        ┃EA         ┃50         ┃4660       ┃5.000000   ┃17 ┃0,0,0,0,0,0,0,2,0...

81058 ┃Innovacio_i_Segur... ┃Girona     ┃UdG        ┃EA         ┃40         ┃0          ┃5.000000   ┃16 ┃0,0,2,0,0,0,0,2,0...

31106 ┃Intel*ligencia_Ar... ┃Barcelona  ┃UPC        ┃EA         ┃50         ┃0          ┃11.786000  ┃21 ┃0,0,2,0,0,1,0,2,0...

21139 ┃Intel*ligencia_Ar... ┃Cerdany... ┃UAB        ┃EA         ┃40         ┃0          ┃10.510000  ┃16 ┃0,0,2,0,0,1,0,2,0...

10120 ┃Investigacio_Priv... ┃Barcelona  ┃UB         ┃CSJ        ┃120        ┃1380       ┃5.000000   ┃17,17-22 ┃1,1,2,0,2,1,1,2,2...

11039 ┃Linguistica          ┃Barcelona  ┃UB         ┃AH         ┃60         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

71072 ┃Llengua_i_Literat... ┃Tarragona  ┃URV        ┃AH         ┃40         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

21136 ┃Llengua_i_Literat... ┃Cerdany... ┃UAB        ┃AH         ┃60         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

71073 ┃Llengua_i_Literat... ┃Tarragona  ┃URV        ┃AH         ┃40         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

41023 ┃Llengues_Aplicades   ┃Barcelona  ┃UPF        ┃AH         ┃60         ┃0          ┃5.000000   ┃21 ┃0,0,0,0,0,0,0,0,0...

41054 ┃Llengues_Aplicade... ┃Barcelona  ┃UPF        ┃AH         ┃15         ┃0          ┃11.730000  ┃01,01-0... ┃0,0,0,0,0,0,0,0,0...

11040 ┃Llengues_i_Litera... ┃Barcelona  ┃UB         ┃AH         ┃100        ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

11082 ┃Llengues_Romaniqu... ┃Barcelona  ┃UB         ┃AH         ┃40         ┃0          ┃5.000000   ┃16 ┃0,0,0,0,0,0,0,0,0...

81064 ┃Logistica_Empresa... ┃Barcelona  ┃UdG        ┃CSJ        ┃50         ┃7215       ┃5.000000   ┃17 ┃0,0,0,0,0,0,0,0,0...

41048 ┃Logistica_i_Negoc... ┃Mataro     ┃UPF        ┃CSJ        ┃45         ┃5990       ┃6.240000   ┃17 ┃0,0,0,0,0,0,0,0,0...

21048 ┃Logopedia            ┃Cerdany... ┃UAB        ┃CS         ┃80         ┃0          ┃8.918000   ┃16 ┃0,0,2,0,0,0,0,0,0...

71062 ┃Marqueting_"ESIC"    ┃Barcelona  ┃URV        ┃CSJ        ┃95         ┃8800       ┃5.000000   ┃17 ┃0,0,0,0,0,0,0,0,0...

71074 ┃Marqueting_"ESIC"... ┃Barcelona  ┃URV        ┃CSJ        ┃45         ┃10200      ┃5.000000   ┃17,17-26 ┃0,0,0,0,0,0,0,0,0...

81051 ┃Marqueting_"Medit... ┃Barcelona  ┃UdG        ┃CSJ        ┃70         ┃6495       ┃5.000000   ┃17 ┃0,0,0,0,0,0,0,0,0...

61078 ┃Marqueting_i_Comu... ┃Barcelona  ┃UdL        ┃CSJ        ┃90         ┃8800       ┃5.000000   ┃17 ┃2,2,0,0,0,0,0,0,0...

91032 ┃Marqueting_i_Comu... ┃Vic        ┃UVic-UCC   ┃CSJ        ┃40         ┃5758       ┃5.000000   ┃None ┃2,2,0,0,0,0,0,0,0...

41039 ┃Marqueting_i_Comu... ┃Mataro     ┃UPF        ┃CSJ        ┃70         ┃5990       ┃6.204000   ┃17 ┃2,2,0,0,0,0,2,0,1...

41062 ┃Marqueting_i_Comu... ┃Mataro     ┃UPF        ┃CSJ        ┃30         ┃6800       ┃5.000000   ┃04,04-17 ┃2,2,0,0,0,0,2,0,2...

31132 ┃Marqueting,_Innov... ┃Barcelona  ┃UPC        ┃CSJ        ┃35         ┃7200       ┃6.570000   ┃17 ┃2,2,0,0,0,0,0,0,0...

31131 ┃Marqueting,_Innov... ┃Barcelona  ┃UPC        ┃CSJ        ┃35         ┃6600       ┃5.000000   ┃17 ┃2,2,0,0,0,0,0,0,0...

31134 ┃Marqueting,_Innov... ┃Terrassa   ┃UPC        ┃CSJ        ┃35         ┃7200       ┃5.000000   ┃17 ┃2,2,0,0,0,0,0,0,0...

31133 ┃Marqueting,_Innov... ┃Terrassa   ┃UPC        ┃CSJ        ┃35         ┃6600       ┃5.000000   ┃17 ┃2,2,0,0,0,0,0,0,0...

21122 ┃Matematica_Comput... ┃Cerdany... ┃UAB        ┃C          ┃40         ┃0          ┃11.666000  ┃16 ┃0,0,1,1,0,0,0,2,0...

11041 ┃Matematiques         ┃Barcelona  ┃UB         ┃C          ┃70         ┃0          ┃12.472000  ┃16 ┃0,0,1,1,0,0,0,2,0...

31040 ┃Matematiques         ┃Barcelona  ┃UPC        ┃EA         ┃75         ┃0          ┃12.816000  ┃21 ┃0,0,1,1,0,0,0,2,0...

21003 ┃Matematiques         ┃Cerdany... ┃UAB        ┃C          ┃60         ┃0          ┃12.104000  ┃16 ┃0,0,1,1,0,0,0,2,0...

11043 ┃Medicina             ┃Barcelona  ┃UB         ┃CS         ┃200        ┃0          ┃12.946000  ┃16 ┃0,0,2,0,0,0,0,2,0...

41058 ┃Medicina             ┃Barcelona  ┃UPF        ┃CS         ┃64         ┃0          ┃12.840000  ┃16 ┃0,0,2,0,0,0,0,2,0...

21079 ┃Medicina             ┃Cerdany... ┃UAB        ┃CS         ┃385        ┃0          ┃12.586000  ┃16 ┃0,0,2,0,0,0,0,2,0...

81001 ┃Medicina             ┃Girona     ┃UdG        ┃CS         ┃92         ┃0          ┃12.553000  ┃16 ┃0,0,2,0,0,0,0,2,0...

11083 ┃Medicina             ┃L'Hospi... ┃UB         ┃CS         ┃100        ┃0          ┃12.760000  ┃16 ┃0,0,2,0,0,0,0,2,0...

61030 ┃Medicina             ┃Lleida     ┃UdL        ┃CS         ┃132        ┃0          ┃12.558000  ┃16 ┃0,0,2,0,0,0,0,2,0...

71019 ┃Medicina             ┃Reus       ┃URV        ┃CS         ┃130        ┃0          ┃12.696000  ┃16 ┃0,0,2,0,0,0,0,2,0...

91054 ┃Medicina             ┃Vic        ┃UVic-UCC   ┃CS         ┃115        ┃13801      ┃11.984000  ┃None ┃0,0,2,0,0,0,0,2,0...

21050 ┃Microbiologia        ┃Cerdany... ┃UAB        ┃C          ┃60         ┃0          ┃11.018000  ┃16 ┃0,0,2,0,0,0,0,2,0...

41049 ┃Mitjans_Audiovisu... ┃Mataro     ┃UPF        ┃CSJ        ┃85         ┃6460       ┃5.000000   ┃17 ┃0,0,0,0,1,2,2,2,2...

81079 ┃Moda_"ERAM"          ┃Girona_... ┃UdG        ┃AH         ┃30         ┃7080       ┃5.508000   ┃17 ┃1,1,0,0,2,1,2,0,2...

91029 ┃Multimedia._Aplic... ┃Vic        ┃UVic-UCC   ┃EA         ┃40         ┃6058       ┃5.000000   ┃None ┃0,0,0,0,1,2,2,2,2...

21051 ┃Musicologia          ┃Cerdany... ┃UAB        ┃AH         ┃60         ┃0          ┃7.660000   ┃16 ┃2,2,0,0,0,0,0,0,2...

21150 ┃Nanociencia_i_Nan... ┃Cerdany... ┃UAB        ┃C          ┃65         ┃0          ┃10.648000  ┃16 ┃0,0,2,0,0,0,0,2,0...

31045 ┃Nautica_i_Transpo... ┃Barcelona  ┃UPC        ┃EA         ┃50         ┃0          ┃7.909000   ┃21 ┃0,0,0,0,0,2,0,2,0...

11102 ┃Negoci_Digital_i_... ┃Barcelona  ┃UB         ┃CSJ        ┃70         ┃8171       ┃5.000000   ┃17 ┃0,0,0,0,0,0,2,0,2...

11112 ┃Negoci_Digital_i_... ┃Barcelona  ┃UB         ┃CSJ        ┃10         ┃8970       ┃5.000000   ┃17 ┃1,1,0,0,0,0,2,0,2...

41024 ┃Negocis_i_Marquet... ┃Barcelona  ┃UPF        ┃CSJ        ┃100        ┃7710       ┃8.704000   ┃02,02-17 ┃0,0,2,0,0,0,0,2,0...

41063 ┃Negocis_i_Marquet... ┃Barcelona  ┃UPF        ┃CSJ        ┃50         ┃7710       ┃9.466000   ┃02,02-17 ┃0,0,2,0,0,0,0,2,0...

61031 ┃Nutricio_Humana_i... ┃Lleida     ┃UdL        ┃CS         ┃45         ┃0          ┃7.633000   ┃16 ┃0,0,2,0,0,0,0,2,0...

41061 ┃Nutricio_Humana_i... ┃Mataro     ┃UPF        ┃CS         ┃60         ┃6470       ┃5.000000   ┃17 ┃0,0,2,0,0,0,0,2,0...

71044 ┃Nutricio_Humana_i... ┃Reus       ┃URV        ┃CS         ┃85         ┃0          ┃7.308000   ┃16 ┃0,0,2,0,0,0,0,2,0...

81081 ┃Nutricio_Humana_i... ┃Salt       ┃UdG        ┃CS         ┃40         ┃6495       ┃5.000000   ┃17 ┃0,0,2,0,0,0,0,2,0...

11062 ┃Nutricio_Humana_i... ┃Santa_C... ┃UB         ┃CS         ┃60         ┃0          ┃10.184000  ┃16 ┃0,0,2,0,0,0,0,2,0...

91021 ┃Nutricio_Humana_i... ┃Vic        ┃UVic-UCC   ┃CS         ┃65         ┃5758       ┃5.000000   ┃None ┃0,0,2,0,0,0,0,2,0...

11044 ┃Odontologia          ┃L'Hospi... ┃UB         ┃CS         ┃120        ┃0          ┃12.496000  ┃16 ┃0,0,2,0,0,0,0,2,0...

91061 ┃Odontologia          ┃Manresa... ┃UVic-UCC   ┃CS         ┃60         ┃13801      ┃11.250000  ┃31 ┃0,0,2,0,0,0,0,2,0...

31105 ┃Optica_i_Optometria  ┃Terrassa   ┃UPC        ┃CS         ┃90         ┃0          ┃7.787000   ┃21 ┃0,0,2,0,0,0,0,2,0...

31098 ┃Paisatgisme          ┃Barcelo... ┃UPC        ┃EA         ┃50         ┃0          ┃7.334000   ┃21 ┃0,0,2,0,2,2,0,2,0...

11045 ┃Pedagogia            ┃Barcelona  ┃UB         ┃CSJ        ┃216        ┃0          ┃8.160000   ┃16 ┃1,1,0,2,0,0,0,0,0...

21052 ┃Pedagogia            ┃Cerdany... ┃UAB        ┃CSJ        ┃75         ┃0          ┃8.942000   ┃16 ┃1,1,0,2,0,0,0,0,0...

