Codi,Nom del centre d'estudi,Universitat,Població,Tipus de centre,Places orientatives,Preu orientatiu,Observacions
21115,Enginyeria de Sistemes de Telecomunicació / Enginyeria Electrònica de Telecomunicació (agrupació),UAB,Cerdanyola del Vallès,U. Públ.,140,N/A,13-16
21105,Enginyeria de Sistemes de Telecomunicació / Enginyeria Informàtica (simultaneïtat),UAB,Cerdanyola del Vallès,U. Públ.,20,N/A,04-16
31076,Enginyeria de Sistemes de Telecomunicació / Enginyeria Telemàtica (inclou xarxes i Internet) (agrupació),UPC,Castelldefels,U. Públ.,80,N/A,08-21
31077,Enginyeria de Sistemes de Telecomunicació / Enginyeria Telemàtica (inclou xarxes i Internet) (febrer) (agrupació),UPC,Castelldefels,U. Públ.,20,N/A,06-08-21
71042,Enginyeria de Sistemes i Serveis de Telecomunicacions,URV,Tarragona,U. Públ.,40,N/A,16
71070,Enginyeria de Sistemes i Serveis de Telecomunicacions / Enginyeria Biomèdica (simultaneïtat),URV,Tarragona,U. Públ.,10,N/A,04-16
31065,Enginyeria de Sistemes TIC (àmbit d'Informàtica i Comunicacions),UPC,Manresa,U. Públ.,44,N/A,21
31015,Enginyeria de Tecnologia i Disseny Tèxtil / Enginyeria Elèctrica / Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica / Enginyeria Química (agrupació),UPC,Terrassa,U. Públ.,270,N/A,08-21
31086,Enginyeria de Tecnologies i Serveis de Telecomunicació,UPC,Barcelona,U. Públ.,180,N/A,21
31111,Enginyeria de Tecnologies i Serveis de Telecomunicació Grau en + Màster Universitari en Enginyeria de Telecomunicació (PARS: Enginyer/a de Telecomunicació),UPC,Barcelona,U. Públ.,40,N/A,21-28
41020,Enginyeria de Xarxes de Telecomunicació,UPF,Barcelona,U. Públ.,40,N/A,21
41057,"Enginyeria d'Organització Industrial / Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica ""Tecnocampus"" (agrupació)",UPF,Mataró,U. Públ. CA,80,5.930 ,08-17
31053,Enginyeria Elèctrica,UPC,Barcelona Sant Adrià de Besòs,U. Públ.,80,N/A,21
81040,Enginyeria Elèctrica,UdG,Girona,U. Públ.,40,N/A,16
71037,Enginyeria Elèctrica,URV,Tarragona,U. Públ.,50,N/A,16
81050,Enginyeria Elèctrica / Enginyeria Electrònica Industrial i Automàtica (simultaneïtat),UdG,Girona,U. Públ.,15,N/A,04-16
71058,Enginyeria Elèctrica / Enginyeria Electrònica Industrial i Automàtica (simultaneïtat),URV,Tarragona,U. Públ.,10,N/A,04-16
31015,Enginyeria Elèctrica / Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica / Enginyeria Química / Enginyeria de Tecnologia i Disseny Tèxtil (agrupació),UPC,Terrassa,U. Públ.,270,N/A,08-21
31124,Enginyeria Elèctrica i Sistemes Ferroviaris / Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica (Agrupació),UPC,Vilanova i la Geltrú,U. Públ.,200,N/A,21
11017,Enginyeria Electrònica de Telecomunicació,UB,Barcelona,U. Públ.,40,N/A,16
31099,Enginyeria Electrònica de Telecomunicació,UPC,Barcelona,U. Públ.,50,N/A,21
21115,Enginyeria Electrònica de Telecomunicació / Enginyeria de Sistemes de Telecomunicació (agrupació),UAB,Cerdanyola del Vallès,U. Públ.,140,N/A,13-16
21106,Enginyeria Electrònica de Telecomunicació / Enginyeria Informàtica (simultaneïtat),UAB,Cerdanyola del Vallès,U. Públ.,20,N/A,04-16
21025,"Enginyeria Electrònica Industrial i Automàtica ""EU Salesiana de Sarrià""",UAB,Barcelona,U. Públ. CA,35,7.710 ,17
31054,Enginyeria Electrònica Industrial i Automàtica,UPC,Barcelona Sant Adrià de Besòs,U. Públ.,135,N/A,21
81021,Enginyeria Electrònica Industrial i Automàtica,UdG,Girona,U. Públ.,50,N/A,16
71038,Enginyeria Electrònica Industrial i Automàtica,URV,Tarragona,U. Públ.,80,N/A,16
81050,Enginyeria Electrònica Industrial i Automàtica / Enginyeria Elèctrica (simultaneïtat),UdG,Girona,U. Públ.,15,N/A,04-16
71058,Enginyeria Electrònica Industrial i Automàtica / Enginyeria Elèctrica (simultaneïtat),URV,Tarragona,U. Públ.,10,N/A,04-16
21112,"Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica ""EU Salesiana de Sarrià"" (simultaneïtat)",UAB,Barcelona,U. Públ. CA,15,7.710 ,04-17
41057,"Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica / Enginyeria d'Organització Industrial ""Tecnocampus"" (agrupació)",UPF,Mataró,U. Públ. CA,80,5.930 ,08-17
31124,Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica / Enginyeria Elèctrica i Sistemes Ferroviaris (Agrupació),UPC,Vilanova i la Geltrú,U. Públ.,200,N/A,21
31104,Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica / Enginyeria Química / Enginyeria de Recursos Minerals i el seu Reciclatge (agrupació),UPC,Manresa,U. Públ.,180,N/A,08-21
31015,Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica / Enginyeria Química / Enginyeria de Tecnologia i Disseny Tèxtil / Enginyeria Elèctrica (agrupació),UPC,Terrassa,U. Públ.,270,N/A,08-21
61061,Enginyeria en Electrònica Industrial i Automàtica / Enginyeria Mecànica / Enginyeria de l'Energia i Sostenibilitat (agrupació),UdL,Lleida,U. Públ.,110,N/A,13-16
61075,Enginyeria en Electrònica Industrial i Automàtica / Enginyeria Mecànica / Enginyeria de l'Energia i Sostenibilitat (agrupació) Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial),UdL,Lleida,U. Públ.,10,N/A,13-16-28
21127,"Enginyeria en Energies Renovables i Eficiència Energètica ""EU Salesiana de Sarrià""",UAB,Barcelona,U. Públ. CA,30,7.710 ,17
31087,Enginyeria en Geoinformació i Geomàtica,UPC,Barcelona,U. Públ.,40,N/A,21
41019,Enginyeria en Informàtica,UPF,Barcelona,U. Públ.,55,N/A,21
21022,"Enginyeria en Organització Industrial ""EU Salesiana de Sarrià""",UAB,Barcelona,U. Públ. CA,45,7.710 ,17
61070,Enginyeria en Organització Industrial i Logística / Administració i Direcció d'Empreses (simultaneïtat),UdL,Igualada,U. Públ.,10,N/A,04-16
61060,Enginyeria en Organització Industrial i Logística / Enginyeria Química (agrupació),UdL,Igualada,U. Públ.,50,N/A,13-16
41018,Enginyeria en Sistemes Audiovisuals,UPF,Barcelona,U. Públ.,55,N/A,21
31049,Enginyeria en Sistemes i Tecnologia Naval,UPC,Barcelona,U. Públ.,60,N/A,21
31112,Enginyeria en Tecnologies Aeroespacials Grau en + Màster Universitari en Enginyeria Aeronàutica (PARS: Enginyer/a Aeronàutic/a),UPC,Terrassa,U. Públ.,60,N/A,21-28
81041,Enginyeria en Tecnologies Industrials,UdG,Girona,U. Públ.,70,N/A,16
81046,Enginyeria en Tecnologies Industrials / Administració i Direcció d'Empreses (simultaneïtat),UdG,Girona,U. Públ.,15,N/A,04-16
31114,Enginyeria en Tecnologies Industrials Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial),UPC,Terrassa,U. Públ.,180,N/A,21-28
31115,Enginyeria en Tecnologies Industrials Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial),UPC,Barcelona,U. Públ.,400,N/A,21-28
31031,Enginyeria en Vehicles Aeroespacials,UPC,Terrassa,U. Públ.,60,N/A,21
31067,Enginyeria Física,UPC,Barcelona,U. Públ.,44,N/A,21
61014,Enginyeria Forestal,UdL,Lleida,U. Públ.,40,N/A,16
61042,Enginyeria Forestal / Conservació de la Natura (simultaneïtat),UdL,Lleida,U. Públ.,25,N/A,04-16
11018,Enginyeria Informàtica,UB,Barcelona,U. Públ.,70,N/A,16
31059,Enginyeria Informàtica,UPC,Barcelona,U. Públ.,360,N/A,21
21071,Enginyeria Informàtica,UAB,Cerdanyola del Vallès,U. Públ.,190,N/A,16
81042,Enginyeria Informàtica,UdG,Girona,U. Públ.,100,N/A,16
61074,Enginyeria Informàtica,UdL,Igualada,U. Públ.,35,N/A,16
61015,Enginyeria Informàtica,UdL,Lleida,U. Públ.,60,N/A,16
71039,Enginyeria Informàtica,URV,Tarragona,U. Públ.,110,N/A,16
31037,Enginyeria Informàtica,UPC,Vilanova i la Geltrú,U. Públ.,55,N/A,21
31116,Enginyeria Informàtica Grau en + Màster Universitari en Enginyeria Informàtica (PARS: Enginyer/a Informàtic/a),UPC,Barcelona,U. Públ.,40,N/A,21-28
61076,Enginyeria Informàtica Grau en + Màster Universitari en Enginyeria Informàtica (PARS: Enginyer/a Informàtic/a),UdL,Lleida,U. Públ.,10,N/A,16-28
61036,Enginyeria Informàtica / Administració i Direcció d'Empreses (simultaneïtat),UdL,Lleida,U. Públ.,10,N/A,04-16
71056,Enginyeria Informàtica / Biotecnologia (simultaneïtat),URV,Tarragona,U. Públ.,10,N/A,04-16
21105,Enginyeria Informàtica / Enginyeria de Sistemes de Telecomunicació (simultaneïtat),UAB,Cerdanyola del Vallès,U. Públ.,20,N/A,04-16
21106,Enginyeria Informàtica / Enginyeria Electrònica de Telecomunicació (simultaneïtat),UAB,Cerdanyola del Vallès,U. Públ.,20,N/A,04-16
11016,Enginyeria Informàtica / Matemàtiques (simultaneïtat),UB,Barcelona,U. Públ.,20,N/A,04-16
41047,"Enginyeria Informàtica de Gestió i Sistemes d'Informació ""Tecnocampus""",UPF,Mataró,U. Públ. CA,50,5.930 ,17
41052,"Enginyeria Informàtica de Gestió i Sistemes d'Informació / Disseny i Producció de Videojocs ""Tecnocampus"" (simultaneïtat)",UPF,Mataró,U. Públ. CA,30,7.480 ,04-17
41056,Enginyeria Matemàtica en Ciència de Dades,UPF,Barcelona,U. Públ.,40,N/A,21
71081,Enginyeria Matemàtica i Física,URV,Tarragona,U. Públ.,20,N/A,16
21026,"Enginyeria Mecànica ""EU Salesiana de Sarrià""",UAB,Barcelona,U. Públ. CA,40,7.710 ,17
31027,Enginyeria Mecànica,UPC,Barcelona Sant Adrià de Besòs,U. Públ.,235,N/A,21
81022,Enginyeria Mecànica,UdG,Girona,U. Públ.,90,N/A,16
71040,Enginyeria Mecànica,URV,Tarragona,U. Públ.,65,N/A,16
61065,Enginyeria Mecànica / Enginyeria de l'Energia i Sostenibilitat (simultaneïtat),UdL,Lleida,U. Públ.,10,N/A,04-16
61061,Enginyeria Mecànica / Enginyeria de l'Energia i Sostenibilitat / Enginyeria en Electrònica Industrial i Automàtica (agrupació),UdL,Lleida,U. Públ.,110,N/A,13-16
61075,Enginyeria Mecànica / Enginyeria de l'Energia i Sostenibilitat / Enginyeria en Electrònica Industrial i Automàtica (agrupació) Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial),UdL,Lleida,U. Públ.,10,N/A,13-16-28
41057,"Enginyeria Mecànica / Enginyeria d'Organització Industrial / Enginyeria Electrònica Industrial i Automàtica ""Tecnocampus"" (agrupació)",UPF,Mataró,U. Públ. CA,80,5.930 ,08-17
31124,Enginyeria Mecànica / Enginyeria Elèctrica i Sistemes Ferroviaris / Enginyeria Electrònica Industrial i Automàtica (Agrupació),UPC,Vilanova i la Geltrú,U. Públ.,200,N/A,21
21112,"Enginyeria Mecànica / Enginyeria Electrònica Industrial i Automàtica ""EU Salesiana de Sarrià"" (simultaneïtat)",UAB,Barcelona,U. Públ. CA,15,7.710 ,04-17
31104,Enginyeria Mecànica / Enginyeria Química / Enginyeria de Recursos Minerals i el seu Reciclatge / Enginyeria Electrònica Industrial i Automàtica (agrupació),UPC,Manresa,U. Públ.,180,N/A,08-21
31015,Enginyeria Mecànica / Enginyeria Química / Enginyeria de Tecnologia i Disseny Tèxtil / Enginyeria Elèctrica / Enginyeria Electrònica Industrial i Automàtica (agrupació),UPC,Terrassa,U. Públ.,270,N/A,08-21
91011,Enginyeria Mecatrònica,UVic-UCC,Vic,U. Priv.,45,658 ,N/A
11019,Enginyeria Química,UB,Barcelona,U. Públ.,70,N/A,16
31055,Enginyeria Química,UPC,Barcelona Sant Adrià de Besòs,U. Públ.,100,N/A,21
21090,Enginyeria Química,UAB,Cerdanyola del Vallès,U. Públ.,80,N/A,16
81023,Enginyeria Química,UdG,Girona,U. Públ.,40,N/A,16
71041,Enginyeria Química,URV,Tarragona,U. Públ.,80,N/A,16
31104,Enginyeria Química / Enginyeria de Recursos Minerals i el seu Reciclatge / Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica (agrupació),UPC,Manresa,U. Públ.,180,N/A,08-21
31015,Enginyeria Química / Enginyeria de Tecnologia i Disseny Tèxtil / Enginyeria Elèctrica / Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica (agrupació),UPC,Terrassa,U. Públ.,270,N/A,08-21
61060,Enginyeria Química / Enginyeria en Organització Industrial i Logística (agrupació),UdL,Igualada,U. Públ.,50,N/A,13-16
31076,Enginyeria Telemàtica / Enginyeria de Sistemes de Telecomunicació (inclou xarxes i Internet) (agrupació),UPC,Castelldefels,U. Públ.,80,N/A,08-21
31077,Enginyeria Telemàtica / Enginyeria de Sistemes de Telecomunicació (inclou xarxes i Internet) (febrer) (agrupació),UPC,Castelldefels,U. Públ.,20,N/A,06-08-21
31085,Enginyeria Telemàtica - Enginyeria de Sistemes de Telecomunicació / Enginyeria de Sistemes Aeroespacials (agrupació de simultaneïtat),UPC,Castelldefels,U. Públ.,40,N/A,12-21
71013,Enologia,URV,Tarragona,U. Públ.,35,N/A,16
91902,Estadística,UB / UPC,Barcelona,U. Públ.,50,N/A,16-23
91914,Estadística / Economia (simultaneïtat),UB / UPC,Barcelona,U. Públ.,20,N/A,16 -23
21128,Estadística Aplicada,UAB,Cerdanyola del Vallès,U. Públ.,40,N/A,16
21129,Estadística Aplicada / Sociologia (simultaneïtat),UAB,Cerdanyola del Vallès,U. Públ.,20,N/A,04-16
11021,Estudis Anglesos (docència en Anglès),UB,Barcelona,U. Públ.,160,N/A,16
21135,Estudis Anglesos,UAB,Cerdanyola del Vallès,U. Públ.,80,N/A,16
61054,Estudis Anglesos,UdL,Lleida,U. Públ.,40,N/A,16
61051,Estudis Anglesos / Llengües Aplicades i Traducció (simultaneïtat),UdL,Lleida,U. Públ.,10,N/A,04-16
11094,Estudis Àrabs i Hebreus,UB,Barcelona,U. Públ.,40,N/A,16
21140,Estudis d'Anglès i Català,UAB,Cerdanyola del Vallès,U. Públ.,30,N/A,16
21141,Estudis d'Anglès i de Clàssiques,UAB,Cerdanyola del Vallès,U. Públ.,30,N/A,16
21142,Estudis d'Anglès i Espanyol,UAB,Cerdanyola del Vallès,U. Públ.,30,N/A,16
21143,Estudis d'Anglès i Francès,UAB,Cerdanyola del Vallès,U. Públ.,30,N/A,16
21030,Estudis d'Àsia Oriental -Japonès-,UAB,Cerdanyola del Vallès,U. Públ.,40,N/A,16
21067,Estudis d'Àsia Oriental -Xinès-,UAB,Cerdanyola del Vallès,U. Públ.,40,N/A,16
21144,Estudis de Català i Espanyol,UAB,Cerdanyola del Vallès,U. Públ.,30,N/A,16
21133,Estudis d'Espanyol i Xinès: Llengua Literatura i Cultura,UAB,Cerdanyola del Vallès,U. Públ.,40,N/A,01-16
41065,Estudis Globals,UPF,Barcelona,U. Públ.,40,N/A,21
41066,Estudis Globals (Només per a estudiants amb uns estudis de batxillerat o equivalent que NO pertanyin a sistemes educatius de la Unió Europea ni d'altres estats amb acords de reciprocitats),UPF,Barcelona,U. Públ.,30,N/A,21-24
81084,Estudis Globals / Global Studies (docència en Anglès),UdG,Girona,U. Públ.,40,N/A,16
91062,Estudis Globals / Global Studies (docència en Anglès),UVic-UCC,Vic,U. Priv.,40,658 ,01
81085,Estudis Globals / Global Studies (docència en Anglès) / Turisme (simultaneïtat),UdG,Girona,U. Públ.,20,N/A,16
41022,Estudis Internacionals d'Economia i Empresa - International Business Economics (docència en Anglès),UPF,Barcelona,U. Públ.,90,N/A,21
21148,Estudis Socioculturals de Gènere,UAB,Cerdanyola del Vallès,U. Públ.,60,N/A,16
11023,Estudis Literaris,UB,Barcelona,U. Públ.,100,N/A,16
11024,Farmàcia,UB,Barcelona,U. Públ.,340,N/A,16
